id,name,age,income,openness,conscientiousness,extraversion,agreeableness,neuroticism,tolerance,matched_id,happiness
21695,oxjthw,42,1834.91,57.39,48.72,47.41,50.72,50.68,34.32,47523,64.33
4776,ciezex,41,1774.38,32.63,55.51,51.25,53.6,66.84,35.07,7721,55.54
83486,rcbszh,26,2762.7,69.26,52.96,56.49,50.1,62.1,20.78,44573,67.79
73880,kqcffm,21,3714.42,51.29,65.51,39.92,46.84,51.99,40.45,68202,76.92
94002,bwfgzo,55,1808.97,55.72,35.46,51.27,47.07,64.53,25.31,29729,61.7
12445,uyngjb,58,3491.85,55.06,31.13,56.85,48.55,51.88,20.5,32445,66.2
15462,mmnnum,34,1731.8,35.35,47.57,68.09,46.29,52.2,38.03,51129,56.55
87349,rwdfwf,24,1209.72,51.0,50.97,50.57,49.87,51.04,18.19,33596,55.48
52017,lxncyp,22,747.31,35.71,27.75,57.95,48.06,48.81,27.45,78762,54.03
16679,aasjkd,19,3684.78,50.07,47.71,74.57,37.67,58.46,33.24,49024,70.9
21509,elqimm,20,1664.04,50.28,48.19,52.18,51.63,56.56,26.27,2555,64.6
39892,friwwi,49,1259.31,57.5,53.47,29.7,40.14,43.3,38.48,27967,63.18
9261,wmabqb,19,4072.31,41.09,56.99,58.64,35.9,64.21,26.18,11685,63.88
54673,gryykd,45,9687.37,55.21,34.6,62.69,43.68,50.39,40.94,,88.96
5628,wchsfj,58,532.66,57.27,50.67,33.75,57.4,45.38,18.14,68534,59.69
4158,pkqppn,25,998.7,34.05,68.69,48.06,51.02,31.07,42.49,3652,61.66
61858,fcnoje,48,1322.73,38.11,55.75,55.57,37.95,34.74,28.54,65415,48.9
72437,atqmqz,36,11825.66,62.68,41.92,43.33,51.86,43.35,24.92,79705,91.67
11759,vbvnyo,41,6488.77,59.46,50.62,73.32,56.96,53.6,26.73,,76.73
49462,veczhx,40,3373.63,50.41,28.79,46.82,51.27,57.84,14.69,70307,55.06
5978,lvpfga,55,4590.55,38.11,38.99,46.24,53.01,28.17,27.61,92967,66.22
96616,tcqjwk,28,615.64,54.88,57.36,57.32,52.02,70.78,30.47,72784,60.69
75859,cejptv,31,733.64,38.23,53.97,56.05,45.29,52.02,37.54,67046,55.0
20695,yyqtzm,51,25090.89,64.87,57.85,59.48,59.79,51.34,29.06,,139.34
23096,hfppls,56,2037.67,58.58,50.65,60.44,37.65,42.71,33.78,26682,65.97
60504,zyudks,53,5490.34,50.52,44.93,53.85,54.68,46.88,34.06,77442,76.97
58868,jvmgoh,43,7215.99,49.08,47.73,46.15,59.67,47.61,22.53,37748,73.4
6151,zizflh,18,1165.2,48.57,30.37,47.49,56.83,36.07,32.31,81136,69.21
63328,mwtucq,31,8462.01,54.06,48.58,47.49,57.96,50.47,29.18,40314,83.81
23319,ckvlub,32,1882.52,54.32,48.13,56.51,46.72,52.83,31.55,8341,61.59
22103,sbnuse,44,6175.73,53.35,46.21,43.97,49.97,40.66,39.41,30678,78.64
767,wtkxsa,48,520.77,43.8,49.18,58.05,59.59,56.89,27.4,62722,55.05
1196,iilpnw,48,14638.91,37.78,45.22,59.27,42.6,31.26,32.26,,92.33
36434,laygeu,43,2637.53,58.79,45.8,53.86,33.2,53.37,34.36,23461,61.82
69565,beneka,37,2178.13,67.97,54.8,48.52,60.57,42.93,20.83,10926,65.16
30922,bbkciz,42,7084.19,50.27,55.12,59.02,53.86,42.32,32.55,5722,77.23
17670,zwmbcx,39,1937.24,42.81,54.41,66.74,59.52,61.16,15.1,84860,50.61
63083,hrqrar,39,3629.55,56.44,56.22,48.05,67.26,43.2,33.92,8479,74.34
24578,pyzgaa,47,1783.82,52.03,32.45,47.87,50.46,65.12,36.11,21191,63.87
43183,bjvagk,38,5900.74,52.14,22.55,64.53,46.01,30.78,34.31,,72.92
89785,lpgdbj,19,1247.58,66.28,58.08,57.24,40.61,67.37,28.67,25035,68.41
8544,hwbchg,32,15555.31,64.37,32.22,45.4,52.98,31.7,45.81,,116.76
95925,ppxvhb,22,322.05,65.77,49.66,58.06,46.61,59.88,25.07,38150,62.96
16310,gypepo,38,6085.07,53.03,67.9,62.98,70.56,50.89,28.46,17666,78.35
94637,khjzos,39,3595.71,35.5,57.03,43.64,65.92,50.01,38.39,56039,67.98
32464,jauokt,49,456.76,61.3,47.51,51.15,47.15,64.43,22.24,48789,55.28
93086,eldiij,58,203.07,60.08,44.16,57.85,45.9,53.85,20.25,12358,57.35
48369,tkuuih,43,12236.03,46.29,37.8,45.1,44.92,55.23,37.65,46537,91.24
51641,ztogwi,26,2827.74,68.15,57.38,43.93,39.53,47.04,35.63,22018,72.62
81689,olfhyk,32,315.74,53.78,42.61,50.29,38.39,30.52,32.42,15509,54.5
95095,qqxdcm,37,3709.24,54.34,48.69,54.82,46.98,61.9,34.83,84308,67.93
11911,auqlzo,53,3657.38,43.25,39.54,62.28,69.94,42.02,36.4,18855,74.78
32667,oyvpii,38,3545.58,54.86,57.04,58.77,59.05,43.29,29.51,76862,68.38
33889,tnbtvz,25,5982.77,71.17,51.89,40.93,62.19,52.98,28.39,33634,87.0
1929,rkthpl,60,991.06,44.18,67.43,45.99,54.74,60.78,23.64,45405,59.64
47455,bcjslg,22,682.74,42.71,32.66,46.13,77.27,47.68,28.58,67332,66.63
85165,pmxmhj,24,21057.25,46.0,47.2,59.46,54.5,48.67,30.97,,121.78
16782,qjhfau,54,7375.9,46.86,56.98,60.69,45.35,37.75,30.68,88626,76.79
85373,oohvwn,37,5328.34,47.45,63.19,41.88,53.36,48.9,20.49,90781,63.9
32389,pistis,35,3568.38,33.77,48.44,68.77,48.59,32.0,43.05,96383,64.8
91706,ittgmx,50,3672.32,22.1,74.88,54.94,58.46,50.97,39.08,49735,62.84
85865,zdmbto,53,2872.63,34.83,39.73,66.37,70.81,39.2,32.29,25130,66.99
1414,jbqktp,24,2036.32,63.54,43.48,42.73,54.67,70.75,26.36,15279,69.16
32108,dmrhsi,39,2298.66,55.62,48.39,38.19,35.23,44.34,33.93,412,59.78
76849,rbghtp,51,779.61,52.82,41.84,37.71,38.42,34.37,28.55,90409,54.45
36153,clbvul,42,10063.53,44.16,57.0,54.85,34.95,53.37,28.92,32267,75.6
95824,osyvxt,51,105.36,54.5,33.49,60.6,43.36,57.76,39.16,91556,60.73
85609,ueixmm,55,1085.93,38.81,41.02,50.56,42.15,31.26,33.45,25715,55.84
88718,uslwop,19,1873.14,49.06,67.57,43.56,48.94,40.31,24.13,91128,63.48
91755,oulhsn,58,3126.88,54.57,47.99,20.54,58.38,34.99,28.19,76251,72.44
89326,alrpoe,26,8285.19,56.84,78.6,53.49,43.41,37.77,23.6,62664,78.85
51629,lqitvv,52,1896.06,56.92,48.13,56.18,51.99,32.53,23.35,32525,61.28
88898,exxubv,28,2849.09,63.27,56.89,66.59,56.24,48.14,31.23,58278,72.53
94858,abnhei,28,30929.34,52.08,55.07,28.13,59.53,34.43,46.5,,162.05
10625,vmiipb,32,670.5,55.29,49.58,51.17,47.55,57.21,41.09,46118,64.04
21190,ozgsjs,45,772.88,51.1,46.66,60.12,57.61,47.51,28.21,3919,57.77
58191,biuqfh,50,4445.55,47.79,47.5,52.77,56.1,50.32,32.65,89988,71.02
61382,ddttok,49,2646.77,55.23,43.54,45.83,47.92,40.76,37.91,60226,68.6
18994,yjigxb,48,3747.01,54.9,55.15,45.53,40.49,44.72,17.25,4041,57.27
27291,ggmnjg,54,2937.22,60.53,40.68,30.35,52.65,52.29,32.03,29812,72.05
82641,cpqvtc,50,1527.25,55.54,62.68,43.82,51.92,67.11,14.8,18833,53.85
57447,uezlbo,27,3623.49,56.52,63.7,38.06,33.78,60.18,36.15,8629,68.27
39569,zkucqx,51,740.89,46.12,61.52,82.16,60.81,84.09,32.88,58148,61.29
43068,kczpzo,27,10367.46,41.31,50.64,43.76,56.49,36.71,19.43,89708,80.16
60166,jaoxqi,45,1341.9,45.24,57.05,46.94,55.71,64.06,25.32,30757,54.88
42927,syjpet,56,2152.17,44.74,61.04,37.4,56.31,42.0,36.05,48404,68.04
33371,wshdim,29,4038.58,54.87,44.12,46.05,52.62,52.74,32.67,1368,71.94
12199,jdwbea,24,814.36,44.89,43.1,49.48,39.21,47.38,14.77,48185,46.49
50500,qbkurn,44,6546.66,46.95,33.53,52.75,49.88,64.65,33.36,42793,73.72
70366,gtzotw,30,45830.63,43.46,56.77,54.06,51.02,49.27,18.05,,183.49
60291,xgebkc,18,10233.7,70.63,42.82,51.3,54.27,43.37,30.82,11216,103.57
41831,osmird,27,3183.86,60.01,40.24,39.56,50.27,45.74,25.97,97079,67.82
61250,glkprs,30,2881.17,46.57,45.24,45.62,43.75,61.94,24.92,227,57.48
61758,crigwc,33,5501.92,31.64,52.22,47.84,55.71,48.61,30.3,61638,65.24
13851,andzgz,27,601.98,59.37,58.01,32.32,57.13,65.86,22.02,62906,59.77
46285,efzxcd,50,1633.14,54.15,62.31,56.64,43.26,47.56,21.21,70595,54.49
47918,koorar,41,580.66,53.21,49.59,39.46,24.22,51.05,31.89,81130,48.97
30999,epbfeu,32,1115.96,49.27,49.6,55.92,48.57,66.08,19.47,51710,50.98
34728,uffqjv,26,2662.58,49.5,47.71,38.16,40.36,59.42,33.9,83839,63.95
93880,rrirvp,33,10106.57,61.59,39.67,45.09,56.98,40.71,32.47,,92.68
19368,akndxj,28,2669.23,36.53,46.08,44.25,47.52,47.0,33.33,15248,59.7
67854,mdpsxj,27,1273.89,29.36,37.67,60.83,56.06,50.11,22.7,69550,49.82
18951,jlclpw,43,5557.06,53.26,52.82,58.1,44.23,56.89,34.67,31083,72.07
6923,gvqdmm,50,2214.77,39.55,41.56,57.34,44.0,47.22,21.69,94037,50.91
29073,cblksw,32,1507.48,44.79,35.96,56.01,55.44,52.4,37.98,91700,63.11
8457,esmdpl,51,2855.06,52.67,56.93,48.13,46.12,46.1,32.95,83943,65.59
98754,xnymda,52,6890.41,38.46,59.07,64.53,46.55,46.33,24.81,15308,67.97
53712,wssgdq,22,3951.36,64.64,38.62,21.81,24.09,68.76,34.42,,71.52
74159,yalqpb,30,13246.99,50.01,36.73,65.9,34.19,37.11,33.74,21073,91.92
64745,fgsgne,34,2083.19,30.42,48.83,40.56,41.7,44.75,26.64,55776,47.67
9478,ngddmq,34,740.95,37.25,56.56,36.07,60.86,46.94,38.76,24943,59.41
76907,cwgfoa,17,3572.62,44.89,57.63,37.28,47.91,35.95,40.14,56548,77.46
74061,qfrsug,18,19729.69,51.34,33.63,58.93,51.03,46.64,38.3,,127.57
37403,bicofa,23,11139.54,62.88,49.19,61.42,32.32,70.36,16.12,22065,83.88
42849,xylnwj,33,5552.69,53.23,52.01,46.53,42.49,41.77,21.46,86217,64.76
42749,ekrtba,32,1327.24,36.83,44.19,73.22,42.72,38.67,37.81,,55.22
49739,irqeen,26,4485.85,48.45,48.44,46.87,55.39,29.26,27.56,9840,70.19
12812,eekkan,43,3109.87,33.73,59.24,73.87,58.9,35.49,23.79,45995,55.41
68981,hjdpja,51,7245.52,53.0,46.41,33.92,51.44,44.57,34.01,54008,81.2
9732,vwfkfp,59,1213.56,54.0,55.29,61.91,55.86,56.17,24.04,38105,64.04
63802,bxeegu,47,986.7,47.27,59.1,61.31,75.67,59.53,33.11,63263,65.94
3356,uxucjg,21,1388.17,50.97,61.66,64.61,50.67,54.86,21.99,96490,60.52
50641,xgchld,60,13185.48,38.23,49.19,66.74,38.51,46.08,33.27,,94.14
86974,qxdozh,59,1012.03,38.82,62.25,44.8,69.24,53.98,31.18,57612,65.71
41571,wpjjsa,19,4625.66,53.97,31.42,44.38,43.84,48.57,31.98,7828,76.54
61460,omzmfg,40,11731.0,46.73,41.71,42.73,47.99,43.7,24.82,33027,83.39
39746,sjkhvf,58,17887.75,59.64,57.64,49.79,57.45,36.62,24.49,,116.34
8559,uvmcfd,38,1887.13,31.28,41.57,29.32,63.61,53.33,40.2,54310,61.52
87118,jqvncg,53,1804.48,32.85,55.98,56.9,54.95,51.14,27.76,25060,55.34
40504,xcqzrm,42,1000.53,42.41,47.37,43.08,47.0,48.35,40.24,4169,58.02
97201,ijsoyv,24,13197.3,41.41,62.02,41.9,63.24,31.09,34.81,51946,101.35
14519,jktrid,18,6608.96,41.76,54.69,45.11,37.35,58.36,39.07,20986,80.43
33661,mrgvrt,44,14213.09,63.67,60.33,40.31,56.97,37.19,27.36,,102.25
79724,zubezj,30,4018.39,45.88,46.88,32.44,53.24,35.73,35.16,47654,69.49
8252,soobgi,45,6304.1,44.09,34.33,60.12,43.29,55.82,23.63,82584,64.37
1179,pfxyvh,49,10172.91,67.55,71.41,44.58,49.86,44.83,20.21,24598,86.63
93993,twmprb,58,1619.74,29.24,34.92,51.66,49.1,54.56,32.83,19088,57.46
55021,vqmpse,32,4542.62,55.9,38.75,48.88,39.3,36.6,31.39,1298,67.74
88800,hsbqlz,23,1479.03,42.13,42.5,60.05,56.73,49.06,27.14,22516,60.69
1429,bbbqbm,57,2824.72,63.04,60.92,49.77,39.23,42.99,16.75,24695,61.57
54972,yxqall,48,1981.77,49.49,48.89,51.35,35.03,78.21,40.86,10933,61.52
34645,obzvvm,57,1685.58,39.9,38.42,56.08,35.74,50.16,28.4,92066,54.42
30997,wbuamv,34,2518.17,60.64,59.02,55.2,59.75,65.06,28.79,1027,68.06
26068,ymggvs,35,3238.7,48.78,46.13,51.16,49.04,43.95,31.25,40430,63.23
24440,tllhsa,45,594.49,53.75,56.31,42.45,37.27,38.67,19.07,93193,46.58
79635,uhytvs,40,10122.6,37.91,42.17,17.33,48.43,38.03,27.21,,76.54
47111,dhpldt,26,3331.33,42.64,52.98,36.62,42.61,58.43,17.95,54842,54.84
77392,lpbijo,60,1636.52,40.51,38.84,51.81,40.21,50.34,25.83,26934,56.7
44242,hrddre,26,21516.93,49.14,41.36,63.89,48.44,57.21,31.17,24970,121.39
46298,jnsuwv,50,7937.03,60.49,39.34,57.42,52.76,50.06,18.64,92105,77.52
60000,ridhiw,32,1914.79,56.08,56.18,61.79,43.17,61.67,28.59,62591,59.57
97354,goqvwo,26,15525.01,57.41,43.82,51.16,62.89,66.53,36.69,74694,114.5
60039,mhbaoe,24,3588.8,56.61,42.56,66.04,48.7,30.29,32.27,19921,72.51
74625,ljqgyk,47,3174.16,33.08,46.2,36.24,54.81,40.32,36.44,57688,62.04
18261,cbpfew,48,4302.81,45.3,48.85,53.34,55.46,40.19,32.09,46966,68.35
42923,ecynsr,46,5140.38,57.68,65.0,43.71,37.07,40.33,18.24,53234,61.47
63237,ayukof,55,5263.41,39.79,38.29,52.19,54.63,35.32,28.46,44580,69.91
40527,gdvmnd,42,6621.85,57.82,60.47,52.36,40.84,52.84,24.08,,69.87
80785,mdejbr,32,811.5,40.47,43.13,34.73,63.31,66.76,27.62,13023,55.91
5754,eviiil,29,3872.92,54.99,53.39,47.59,51.45,48.55,40.75,11225,75.73
92195,wffkwq,27,2738.68,45.99,43.11,44.89,49.76,50.38,38.41,6953,67.81
55354,ymqnol,46,11634.49,51.64,40.17,47.95,61.14,49.43,41.29,4838,99.38
67686,ggweqs,22,1458.08,53.49,47.37,37.95,25.51,43.48,31.03,5721,58.1
98060,hqtguq,25,2068.73,63.16,34.58,37.81,42.09,61.25,23.34,58486,62.74
34938,ndcrhy,46,1485.72,59.83,58.04,57.25,52.17,45.48,29.32,56349,62.52
82911,wfdlft,22,2013.77,43.58,49.48,55.26,44.63,53.0,34.28,54715,63.77
61476,zsgmex,38,3383.88,41.21,54.42,50.38,50.14,56.51,44.44,36072,68.09
97624,vwlnxs,25,2090.65,54.45,32.23,57.07,39.38,54.5,33.52,84974,64.26
44232,zbqpcd,52,1129.4,46.7,54.8,39.28,60.4,52.19,36.18,2505,64.9
86283,vtwnyd,44,4704.47,53.59,68.15,41.57,57.66,52.57,18.38,34270,64.8
44726,ohmlij,22,3745.0,26.75,59.69,48.42,54.75,39.46,30.41,97895,63.27
27740,tnvfiu,21,363.17,51.5,37.37,37.23,64.66,44.23,30.77,59981,67.14
80944,fnmgdd,24,1803.83,64.93,35.47,48.74,63.97,41.86,17.63,49272,67.02
32528,tnmnxt,50,5348.27,67.0,51.8,51.04,42.41,41.74,34.74,78737,78.22
66378,idhhrt,16,1690.47,43.63,63.88,63.06,41.57,53.32,23.61,15230,60.8
70670,utohcu,17,1059.97,42.51,54.96,40.77,55.15,40.11,35.59,43926,68.7
64205,vtanwi,56,1971.25,58.96,57.06,43.16,66.28,54.73,25.94,93790,70.61
55130,cdjzqf,22,1856.41,50.2,52.59,48.0,30.57,50.05,23.77,39258,55.46
92483,dtwevb,27,2998.17,58.42,54.43,58.0,31.11,43.74,29.17,78505,62.32
25613,wktxdz,35,4583.87,34.57,33.99,50.34,30.02,30.0,31.13,56677,55.43
83849,ltpyei,30,10927.99,83.32,41.8,55.07,50.05,71.42,28.94,,100.62
61955,gkgpbo,21,21206.69,49.88,46.85,37.5,37.6,48.09,28.23,,118.92
47687,irykkj,50,11105.45,37.63,47.03,50.49,65.6,45.54,27.12,24644,86.82
14808,mpgzup,55,3905.71,39.17,29.99,60.38,44.94,30.18,40.99,629,69.63
72706,lsculx,32,3763.79,30.21,46.75,42.74,42.86,61.64,21.18,66256,50.44
7888,epqtjx,24,3375.4,50.71,40.09,56.27,44.95,30.08,27.84,28935,65.78
74952,lpoxsd,56,2882.05,46.78,42.3,62.04,52.06,44.32,38.28,17175,70.96
83266,bjwbgo,53,5987.9,52.01,30.95,48.7,44.03,50.44,36.57,40158,77.08
1797,cttlrq,31,11219.45,55.4,49.55,44.55,54.31,55.95,26.09,,89.69
57671,bclzaz,34,1241.93,34.95,32.84,53.93,48.9,46.64,28.39,71872,50.26
50280,atmqsj,48,6321.77,31.12,61.49,57.09,43.74,68.31,25.89,89348,61.45
16499,mrjfki,47,14009.35,53.07,58.6,41.99,37.91,65.27,38.49,69891,98.31
83117,yywzrs,51,911.34,59.96,61.59,56.75,61.19,50.77,41.59,82909,72.43
88464,mowusd,33,2625.55,56.68,34.18,46.46,48.01,48.49,34.96,91315,66.82
55674,zeompe,32,8459.84,54.81,32.15,44.45,58.02,49.4,35.91,30745,87.62
39838,roiwzh,36,855.29,53.36,41.23,43.32,45.64,52.18,23.3,50729,52.12
80764,akgcpf,53,3604.01,56.8,48.6,58.92,43.49,54.75,30.75,3024,68.36
41619,eflulh,20,3613.72,59.28,52.06,62.24,50.36,48.5,29.95,331,75.74
89927,wyofbp,20,2291.13,60.02,51.34,45.89,38.23,45.33,27.14,36266,66.58
60154,rsqyde,55,4320.61,34.72,62.23,46.35,56.56,67.72,37.29,,70.7
53790,xliyaw,53,8658.41,51.82,37.26,58.99,55.05,50.9,29.86,97217,84.72
78884,xujvts,53,4601.85,47.57,48.32,45.09,52.56,59.63,20.42,89475,64.67
13733,cyuoqr,16,675.41,68.36,29.59,51.61,48.7,50.88,22.54,4904,69.32
17130,dcrdvr,28,5228.96,52.15,55.05,53.13,48.81,46.33,39.88,96384,77.78
52315,ebeqmt,41,2156.05,51.3,54.22,62.39,42.24,65.68,35.99,60453,61.04
18986,xlfzfa,50,684.61,49.4,38.28,61.59,47.94,60.59,41.65,10057,62.9
78883,jciwyb,27,1003.2,55.64,51.75,50.14,54.29,59.05,24.67,38388,60.08
6816,zkvzar,32,3602.51,45.1,53.42,47.58,63.13,72.49,37.11,88826,71.48
54429,ayozsc,51,2122.18,44.85,61.4,39.0,41.66,43.04,26.16,35062,54.97
88102,hgkhjr,37,6104.34,70.58,48.88,40.73,46.61,56.25,15.18,93875,70.29
41727,aacsqy,57,8806.41,44.32,46.49,37.25,54.74,47.84,25.93,9660,82.22
84738,hibxxt,53,2162.84,60.69,48.23,38.71,48.97,43.83,34.01,90185,69.2
23548,vyspov,39,12595.8,54.03,63.42,52.69,42.04,34.96,26.48,99699,87.97
72276,tpwswq,34,3343.53,59.13,37.52,54.02,51.17,51.57,37.72,8206,72.28
89611,unqbdn,22,1702.26,48.78,52.93,59.35,48.82,48.0,28.67,28133,63.06
462,ofjntq,54,2098.69,47.71,55.89,51.85,37.02,56.7,29.54,42039,57.98
7667,lukmbu,23,6048.34,37.97,39.85,40.98,61.67,52.03,31.02,11657,76.53
39763,sxkpvy,40,5691.62,66.04,43.08,51.25,37.5,37.81,20.72,34970,67.3
43516,nvnasu,38,5051.25,48.92,41.19,33.1,60.06,71.86,41.45,28168,77.65
71443,thmiqd,27,3507.3,34.25,58.42,47.9,62.78,67.53,22.02,92091,60.24
91947,qeougf,23,4514.35,62.68,52.92,53.48,48.44,50.34,23.13,5947,73.08
4677,vzvjpw,52,10059.94,48.59,50.15,33.9,56.88,61.44,23.51,80517,84.1
96016,vzmdhc,51,2028.38,59.13,63.14,48.66,61.38,45.21,29.48,59175,68.6
95087,xerdax,40,768.49,35.63,53.79,27.78,61.72,42.3,32.56,78060,54.87
58366,kjuflo,50,7468.97,38.64,59.24,50.03,42.68,69.19,30.11,78598,70.68
9482,icabfm,25,3316.02,40.48,57.02,57.34,56.45,54.65,28.21,99572,64.78
84854,piralr,27,2012.15,59.94,60.57,66.25,33.49,29.57,40.65,52623,67.28
8960,kixnde,52,2692.29,47.29,59.3,44.64,66.54,53.41,33.72,82399,70.39
45321,efmkkw,28,5557.83,55.67,61.12,46.9,56.68,55.38,24.2,62785,73.75
66332,yhljnn,60,966.18,42.04,32.12,54.25,44.76,56.55,24.31,58914,55.89
55078,kjinqp,49,6071.01,42.14,52.27,30.28,44.93,43.43,28.83,33861,67.5
6100,bpimle,30,1984.5,40.31,46.16,58.0,48.94,65.24,35.84,64525,60.17
54379,zmtuna,46,4825.58,39.52,63.45,32.89,54.24,70.64,34.3,59621,67.91
35930,aztlpw,40,1846.07,46.22,66.62,46.3,55.44,42.09,25.19,14034,56.13
33294,nrhola,52,2408.81,45.35,52.5,55.41,55.3,52.55,37.43,14233,67.28
80628,hhlahm,30,1890.41,45.68,40.31,38.66,53.76,35.39,23.28,2752,56.42
82818,ozahon,32,1813.2,60.42,51.87,57.04,41.63,53.3,28.0,83910,60.17
56435,wymgaz,57,8783.32,64.08,66.08,47.65,41.54,57.87,33.77,50029,90.3
41364,uwfcne,50,2729.48,65.55,61.84,50.48,41.47,54.92,21.62,42557,62.0
98806,fvttvs,38,3258.36,52.21,38.13,49.42,45.71,54.89,25.04,7121,59.64
23652,cycvxa,17,727.52,69.77,49.96,22.76,30.4,51.44,27.05,13610,65.82
43872,tejhlw,34,3487.97,44.19,43.94,51.5,53.23,54.87,20.59,29091,57.63
95303,msfgqt,44,4939.29,31.95,44.85,33.27,51.87,52.86,27.43,55888,60.15
78492,lrkobs,40,14046.25,68.88,50.91,44.05,33.25,54.16,31.84,,98.48
6559,pfvnao,24,895.55,53.47,70.6,56.11,52.82,42.44,30.14,33495,63.28
51305,nzrboy,55,1030.98,51.83,65.0,50.17,36.18,52.19,23.24,55957,53.15
94393,gvcarf,40,1954.37,37.77,34.94,57.06,63.22,40.62,29.42,57304,57.97
4315,jurspg,22,2811.73,55.0,53.29,43.98,45.28,21.68,32.05,21589,69.67
16491,toygcv,38,2217.19,49.78,21.31,76.03,68.52,65.54,17.44,,58.51
52349,zqauoz,59,2519.34,58.57,43.69,58.61,49.1,61.57,24.44,14113,67.85
68334,kdrhyh,28,5681.2,59.99,41.06,55.71,39.49,62.46,26.54,98846,71.68
15156,hyjhaa,20,15221.09,48.95,49.16,48.18,44.86,56.62,23.54,80529,101.02
46654,fwerbz,58,2384.42,44.2,43.42,55.97,46.76,46.16,27.49,55920,61.95
28859,osthlg,19,561.63,42.34,38.54,58.75,68.57,38.31,34.54,45369,69.07
673,rcsism,39,15878.47,58.74,53.52,56.21,57.45,55.81,31.15,48494,107.29
23675,pvcntj,35,3100.96,43.14,59.62,53.12,53.06,54.05,24.29,72025,57.88
11732,acnnhg,43,3387.76,41.8,42.17,39.2,52.92,53.68,28.74,65941,60.38
82327,gdyeds,28,2251.25,49.94,53.75,48.03,52.3,34.92,24.98,35695,60.58
12328,tkloxi,55,2103.54,61.61,53.61,50.82,57.73,40.53,30.8,52086,71.48
99230,bmnzzl,57,302.1,45.35,64.3,52.69,38.88,46.36,20.47,80378,48.94
86897,czvkhp,29,2375.2,53.96,42.37,45.64,37.6,26.85,30.03,33790,60.28
96828,qkbwsl,24,2958.63,45.64,52.13,41.95,43.5,38.63,26.17,17635,61.09
31031,jphudg,36,1097.88,53.42,57.42,57.75,49.77,48.7,34.97,32241,60.84
86330,qzbeaw,24,569.52,60.47,49.66,66.49,39.7,50.22,29.99,81456,60.81
84512,swfeqb,24,2189.98,39.96,55.9,61.85,55.54,42.25,25.85,51245,60.18
59372,cvqecf,16,2919.24,54.77,56.97,47.45,48.08,50.16,34.92,67621,77.48
54240,iltetj,39,1955.82,49.33,49.95,63.75,26.42,40.25,35.93,59725,54.55
86358,lcmpvy,56,1850.9,46.47,29.04,60.61,61.23,51.07,30.76,83050,66.39
50052,tegoci,44,2627.71,41.19,54.73,46.68,41.77,63.54,36.61,99559,58.91
18737,nfpjci,46,10886.56,41.57,65.37,72.27,41.53,44.54,16.44,84171,72.67
49358,qelzfm,40,1659.36,44.69,42.32,45.76,65.81,49.75,32.79,95980,62.6
4033,uczlel,26,3229.68,34.11,43.37,55.31,37.06,62.97,38.69,64562,61.17
94368,ufeikq,23,5302.26,62.84,40.46,29.02,35.57,48.49,28.52,93345,74.46
56454,xckson,60,4929.67,34.89,43.54,56.12,47.09,35.17,27.75,60747,67.63
23489,etvhxm,46,13710.95,54.45,59.95,33.53,54.14,68.47,20.53,10591,92.66
15461,uqmrar,25,2006.16,60.13,49.34,66.04,42.51,39.25,30.39,15265,65.5
21583,lqolii,50,1078.12,31.17,43.57,45.94,48.65,37.11,31.06,27535,50.97
97311,oxndbt,58,3250.49,54.43,51.17,50.75,63.69,50.0,26.15,2590,73.29
90424,xsricp,18,236.97,26.83,37.94,45.33,41.88,45.66,20.71,31279,46.33
18190,cqdseb,18,703.48,47.48,52.6,66.69,29.59,34.96,21.85,3663,52.71
88546,aologe,57,9251.82,60.3,41.37,41.6,37.43,55.35,19.72,26090,80.87
76607,ybgltm,37,4978.37,46.3,49.57,40.63,39.68,56.15,23.49,8590,59.72
30873,ihhskd,35,16422.71,36.03,48.62,46.45,55.35,38.6,31.1,,99.62
48583,czhqxb,57,3232.83,50.43,42.67,34.67,43.84,33.02,32.56,36720,68.24
81901,gjqkqv,30,684.41,39.06,45.16,48.58,48.49,42.38,32.6,32580,53.78
42946,llgqgd,51,5344.87,60.9,63.69,61.1,59.22,42.63,34.1,,81.2
52738,ouumjf,48,8077.11,53.11,55.67,67.65,29.72,50.41,30.36,,73.57
3412,ehtlat,37,7048.6,42.06,58.0,54.91,55.57,41.08,23.53,82724,69.34
52960,qtvtkd,57,2124.44,49.44,52.75,65.81,44.96,43.25,27.13,60569,61.78
49474,pcuwhz,18,8520.54,35.0,45.41,51.68,56.08,52.67,31.33,,85.05
5390,exfgeo,20,7983.74,61.44,31.93,69.88,48.24,36.3,20.57,,83.69
49107,ptpidw,25,3845.41,46.22,43.96,45.6,54.33,46.34,22.39,56905,64.67
19014,ikvvvg,47,2961.03,45.16,53.89,45.49,36.29,42.32,34.0,80416,58.92
34765,yjagjx,55,3689.49,46.9,61.87,50.13,37.84,50.5,32.85,47957,65.16
82376,uqunbl,31,38541.49,53.29,48.59,41.26,64.4,62.93,19.75,,170.43
774,rcboro,60,7626.38,44.75,69.58,25.6,55.13,47.83,27.8,,82.27
35101,unvzwc,35,1052.76,60.53,53.11,35.37,29.94,49.26,31.98,83067,55.68
86753,fahexr,47,1616.65,62.96,43.37,43.84,50.54,50.96,29.56,81140,64.04
71862,aoqnkr,58,2438.47,53.42,60.24,52.91,63.63,45.79,29.08,49132,72.1
